seed,time,mode,risk,coverage,drift
0,0,static,0.0,0.2590909090909091,0.0
0,0,global_decay,0.0,0.2590909090909091,0.0
0,0,stability_aware,0.0,0.0,0.0
0,1,static,0.009174311926605505,0.4954545454545455,0.0
0,1,global_decay,0.009259259259259259,0.4909090909090909,0.0
0,1,stability_aware,0.0,0.0,0.0
0,2,static,0.04964539007092199,0.6409090909090909,0.0
0,2,global_decay,0.04964539007092199,0.6409090909090909,0.0
0,2,stability_aware,0.0,0.01818181818181818,0.0
0,3,static,0.044585987261146494,0.7136363636363636,0.0
0,3,global_decay,0.044585987261146494,0.7136363636363636,0.0
0,3,stability_aware,0.14285714285714285,0.031818181818181815,0.0
0,4,static,0.06470588235294118,0.7727272727272727,0.0
0,4,global_decay,0.0650887573964497,0.7681818181818182,0.0
0,4,stability_aware,0.0,0.022727272727272728,0.0
0,5,static,0.06951871657754011,0.85,0.0
0,5,global_decay,0.06451612903225806,0.8454545454545455,0.0
0,5,stability_aware,0.0,0.03636363636363636,0.0
0,6,static,0.05789473684210526,0.8636363636363636,0.0
0,6,global_decay,0.053475935828877004,0.85,0.0
0,6,stability_aware,0.0,0.045454545454545456,0.0
0,7,static,0.061224489795918366,0.8909090909090909,0.0
0,7,global_decay,0.05759162303664921,0.8681818181818182,0.0
0,7,stability_aware,0.0,0.04090909090909091,0.0
0,8,static,0.06372549019607843,0.9272727272727272,0.0
0,8,global_decay,0.06532663316582915,0.9045454545454545,0.0
0,8,stability_aware,0.0,0.031818181818181815,0.0
0,9,static,0.0594059405940594,0.9181818181818182,0.0
0,9,global_decay,0.05612244897959184,0.8909090909090909,0.0
0,9,stability_aware,0.16666666666666666,0.02727272727272727,0.0
0,10,static,0.09178743961352658,0.9409090909090909,1.0
0,10,global_decay,0.08415841584158416,0.9181818181818182,1.0
0,10,stability_aware,0.0,0.031818181818181815,1.0
0,11,static,0.08095238095238096,0.9545454545454546,0.0
0,11,global_decay,0.07177033492822966,0.95,0.0
0,11,stability_aware,0.14285714285714285,0.031818181818181815,0.0
0,12,static,0.07075471698113207,0.9636363636363636,0.0
0,12,global_decay,0.04830917874396135,0.9409090909090909,0.0
0,12,stability_aware,0.0,0.022727272727272728,0.0
0,13,static,0.07109004739336493,0.9590909090909091,0.0
0,13,global_decay,0.04807692307692308,0.9454545454545454,0.0
0,13,stability_aware,0.0,0.022727272727272728,0.0
0,14,static,0.07009345794392523,0.9727272727272728,0.0
0,14,global_decay,0.03864734299516908,0.9409090909090909,0.0
0,14,stability_aware,0.0,0.01818181818181818,0.0
0,15,static,0.06511627906976744,0.9772727272727273,0.0
0,15,global_decay,0.03864734299516908,0.9409090909090909,0.0
0,15,stability_aware,0.16666666666666666,0.02727272727272727,0.0
0,16,static,0.0514018691588785,0.9727272727272728,0.0
0,16,global_decay,0.03365384615384615,0.9454545454545454,0.0
0,16,stability_aware,0.16666666666666666,0.02727272727272727,0.0
0,17,static,0.04245283018867924,0.9636363636363636,0.0
0,17,global_decay,0.03349282296650718,0.95,0.0
0,17,stability_aware,0.0,0.01818181818181818,0.0
0,18,static,0.04285714285714286,0.9545454545454546,0.0
0,18,global_decay,0.037914691943127965,0.9590909090909091,0.0
0,18,stability_aware,0.0,0.01818181818181818,0.0
0,19,static,0.03349282296650718,0.95,0.0
0,19,global_decay,0.02403846153846154,0.9454545454545454,0.0
0,19,stability_aware,0.0,0.01818181818181818,0.0
0,20,static,0.12322274881516587,0.9590909090909091,1.0
0,20,global_decay,0.10576923076923077,0.9454545454545454,1.0
0,20,stability_aware,0.0,0.01818181818181818,1.0
0,21,static,0.12206572769953052,0.9681818181818181,0.0
0,21,global_decay,0.0966183574879227,0.9409090909090909,0.0
0,21,stability_aware,0.0,0.013636363636363636,0.0
0,22,static,0.12149532710280374,0.9727272727272728,0.0
0,22,global_decay,0.0966183574879227,0.9409090909090909,0.0
0,22,stability_aware,0.0,0.013636363636363636,0.0
0,23,static,0.12149532710280374,0.9727272727272728,0.0
0,23,global_decay,0.0970873786407767,0.9363636363636364,0.0
0,23,stability_aware,0.0,0.00909090909090909,0.0
0,24,static,0.11682242990654206,0.9727272727272728,0.0
0,24,global_decay,0.08737864077669903,0.9363636363636364,0.0
0,24,stability_aware,0.0,0.013636363636363636,0.0
0,25,static,0.125,0.9818181818181818,0.0
0,25,global_decay,0.09090909090909091,0.95,0.0
0,25,stability_aware,0.0,0.01818181818181818,0.0
0,26,static,0.107981220657277,0.9681818181818181,0.0
0,26,global_decay,0.07729468599033816,0.9409090909090909,0.0
0,26,stability_aware,0.0,0.013636363636363636,0.0
0,27,static,0.09859154929577464,0.9681818181818181,0.0
0,27,global_decay,0.06310679611650485,0.9363636363636364,0.0
0,27,stability_aware,0.0,0.00909090909090909,0.0
0,28,static,0.0892018779342723,0.9681818181818181,0.0
0,28,global_decay,0.04326923076923077,0.9454545454545454,0.0
0,28,stability_aware,0.0,0.013636363636363636,0.0
0,29,static,0.08490566037735849,0.9636363636363636,0.0
0,29,global_decay,0.04326923076923077,0.9454545454545454,0.0
0,29,stability_aware,0.0,0.013636363636363636,0.0
1,0,static,0.02631578947368421,0.17272727272727273,0.0
1,0,global_decay,0.02631578947368421,0.17272727272727273,0.0
1,0,stability_aware,0.0,0.004545454545454545,0.0
1,1,static,0.041666666666666664,0.32727272727272727,0.0
1,1,global_decay,0.041666666666666664,0.32727272727272727,0.0
1,1,stability_aware,0.0,0.004545454545454545,0.0
1,2,static,0.06796116504854369,0.4681818181818182,0.0
1,2,global_decay,0.06796116504854369,0.4681818181818182,0.0
1,2,stability_aware,0.0,0.004545454545454545,0.0
1,3,static,0.1015625,0.5818181818181818,0.0
1,3,global_decay,0.09448818897637795,0.5772727272727273,0.0
1,3,stability_aware,0.125,0.03636363636363636,0.0
1,4,static,0.11564625850340136,0.6681818181818182,0.0
1,4,global_decay,0.1095890410958904,0.6636363636363637,0.0
1,4,stability_aware,0.0,0.04090909090909091,0.0
1,5,static,0.09375,0.7272727272727273,0.0
1,5,global_decay,0.08387096774193549,0.7045454545454546,0.0
1,5,stability_aware,0.0,0.05454545454545454,0.0
1,6,static,0.08670520231213873,0.7863636363636364,0.0
1,6,global_decay,0.07228915662650602,0.7545454545454545,0.0
1,6,stability_aware,0.0,0.05,0.0
1,7,static,0.06666666666666667,0.8181818181818182,0.0
1,7,global_decay,0.06179775280898876,0.8090909090909091,0.0
1,7,stability_aware,0.0,0.04090909090909091,0.0
1,8,static,0.07253886010362694,0.8772727272727273,0.0
1,8,global_decay,0.06842105263157895,0.8636363636363636,0.0
1,8,stability_aware,0.0,0.05,0.0
1,9,static,0.05555555555555555,0.9,0.0
1,9,global_decay,0.05154639175257732,0.8818181818181818,0.0
1,9,stability_aware,0.0,0.04090909090909091,0.0
1,10,static,0.12244897959183673,0.8909090909090909,1.0
1,10,global_decay,0.1111111111111111,0.8590909090909091,1.0
1,10,stability_aware,0.25,0.03636363636363636,1.0
1,11,static,0.11855670103092783,0.8818181818181818,0.0
1,11,global_decay,0.1111111111111111,0.8590909090909091,0.0
1,11,stability_aware,0.1111111111111111,0.04090909090909091,0.0
1,12,static,0.1065989847715736,0.8954545454545455,0.0
1,12,global_decay,0.09895833333333333,0.8727272727272727,0.0
1,12,stability_aware,0.08333333333333333,0.05454545454545454,0.0
1,13,static,0.10552763819095477,0.9045454545454545,0.0
1,13,global_decay,0.09743589743589744,0.8863636363636364,0.0
1,13,stability_aware,0.07692307692307693,0.05909090909090909,0.0
1,14,static,0.10891089108910891,0.9181818181818182,0.0
1,14,global_decay,0.09326424870466321,0.8772727272727273,0.0
1,14,stability_aware,0.09090909090909091,0.05,0.0
1,15,static,0.10837438423645321,0.9227272727272727,0.0
1,15,global_decay,0.09137055837563451,0.8954545454545455,0.0
1,15,stability_aware,0.125,0.03636363636363636,0.0
1,16,static,0.11386138613861387,0.9181818181818182,0.0
1,16,global_decay,0.08717948717948718,0.8863636363636364,0.0
1,16,stability_aware,0.125,0.03636363636363636,0.0
1,17,static,0.1024390243902439,0.9318181818181818,0.0
1,17,global_decay,0.06770833333333333,0.8727272727272727,0.0
1,17,stability_aware,0.1111111111111111,0.04090909090909091,0.0
1,18,static,0.09852216748768473,0.9227272727272727,0.0
1,18,global_decay,0.061855670103092786,0.8818181818181818,0.0
1,18,stability_aware,0.0,0.03636363636363636,0.0
1,19,static,0.08823529411764706,0.9272727272727272,0.0
1,19,global_decay,0.07106598984771574,0.8954545454545455,0.0
1,19,stability_aware,0.0,0.03636363636363636,0.0
1,20,static,0.17391304347826086,0.9409090909090909,1.0
1,20,global_decay,0.15151515151515152,0.9,1.0
1,20,stability_aware,0.16666666666666666,0.02727272727272727,1.0
1,21,static,0.17391304347826086,0.9409090909090909,0.0
1,21,global_decay,0.14358974358974358,0.8863636363636364,0.0
1,21,stability_aware,0.0,0.022727272727272728,0.0
1,22,static,0.17391304347826086,0.9409090909090909,0.0
1,22,global_decay,0.10215053763440861,0.8454545454545455,0.0
1,22,stability_aware,0.0,0.022727272727272728,0.0
1,23,static,0.15566037735849056,0.9636363636363636,0.0
1,23,global_decay,0.09090909090909091,0.9,0.0
1,23,stability_aware,0.0,0.022727272727272728,0.0
1,24,static,0.13333333333333333,0.9545454545454546,0.0
1,24,global_decay,0.07881773399014778,0.9227272727272727,0.0
1,24,stability_aware,0.0,0.022727272727272728,0.0
1,25,static,0.13615023474178403,0.9681818181818181,0.0
1,25,global_decay,0.06796116504854369,0.9363636363636364,0.0
1,25,stability_aware,0.0,0.02727272727272727,0.0
1,26,static,0.1320754716981132,0.9636363636363636,0.0
1,26,global_decay,0.06310679611650485,0.9363636363636364,0.0
1,26,stability_aware,0.0,0.045454545454545456,0.0
1,27,static,0.10849056603773585,0.9636363636363636,0.0
1,27,global_decay,0.05825242718446602,0.9363636363636364,0.0
1,27,stability_aware,0.0,0.045454545454545456,0.0
1,28,static,0.10900473933649289,0.9590909090909091,0.0
1,28,global_decay,0.06280193236714976,0.9409090909090909,0.0
1,28,stability_aware,0.0,0.031818181818181815,0.0
1,29,static,0.1,0.9545454545454546,0.0
1,29,global_decay,0.06220095693779904,0.95,0.0
1,29,stability_aware,0.0,0.031818181818181815,0.0
