query_id,subject,relation,timestamp,winner,runner,correct,certificate,fragility_cost,counter_evidence_cost,diversity,support,event_flip,window_flip,counter_flip
0,1741,222,394,1784,7914,0,0.5,1.0,0.15231259125884186,0.0,2.0,1,1,1
1,1741,137,1641,7914,5437,0,0.5,0.7143035370090827,0.24200211615771025,0.28569646299091733,31.0,1,1,1
2,1741,64,1574,7914,1376,1,0.5,0.8256878620646433,0.294707183442477,0.17431213793535671,20.0,1,1,1
3,1741,64,3535,1376,5437,0,0.5,0.9999999999999999,0.5399093451194836,1.1102230246251565e-16,3.0,1,1,1
4,1741,245,3972,7914,1795,0,0.8238083591285382,0.9010860180437669,0.806530667998795,0.7465307002133096,326.0,0,0,0
5,1741,245,76,7914,7779,1,0.8225947198094896,0.9537432108588323,0.876053001721794,0.691446228760147,11.0,0,0,0
6,1741,245,561,7914,1782,1,0.7564030721725422,0.8350985132723472,0.6729508263764645,0.6777076310727372,62.0,0,0,0
7,1741,245,3587,7914,2189,1,0.758528315442321,0.8400263574633288,0.6925555946741757,0.6770302734213134,293.0,0,0,0
8,1741,245,3944,7914,5981,1,0.8446832122346541,0.9626437125973182,0.9184457538053378,0.72672271187199,323.0,0,0,0
9,1741,245,1312,7914,1749,1,0.8136774242187131,0.9970323957984004,0.9932313110037403,0.6303224526390259,125.0,0,0,0
10,1741,245,3444,7914,1672,1,0.7658019943166571,0.8899386930735792,0.7751202430953532,0.641665295559735,278.0,0,0,0
11,1741,45,3776,5437,1426,0,0.5,1.0,0.9807588483374622,0.0,2.0,1,1,1
12,1741,6,683,7914,6102,1,0.5,0.6570746623569622,0.02320536231369086,0.3429253376430378,28.0,1,1,1
13,1741,6,749,7914,1376,1,0.5,0.8361458878980709,0.5776095610986953,0.16385411210192913,30.0,0,1,0
14,1741,6,1626,7914,2189,1,0.6752477345935812,0.8039080324721884,0.6464353633559472,0.5465874367149739,59.0,0,0,0
15,1741,59,800,7914,1096,0,0.6299218888092634,0.7213070855722765,0.316059997403709,0.5385366920462502,28.0,0,0,1
16,1741,59,887,5437,7914,0,0.5,0.5768570956773712,0.21337073485052774,0.4231429043226288,8.0,1,1,1
17,1741,59,673,7914,2579,0,0.6824139913911158,0.6026282952095795,0.41308599407440094,0.762199687572652,26.0,0,0,0
18,1741,59,3995,6102,8164,0,0.5,0.9598332170747389,0.14812732551712451,0.0401667829252611,38.0,1,1,1
19,1741,59,1511,6102,2189,0,0.5,0.5816842645616807,0.34524280411359465,0.41831573543831935,21.0,1,1,1
20,1741,133,3999,7914,5437,0,0.5,0.9999887081818469,0.5112535805778667,1.1291818153069677e-05,26.0,1,1,1
21,1741,168,2221,7914,7957,0,0.5,0.47253192501659874,0.04801864084861433,0.5274680749834013,87.0,1,1,1
22,1741,168,1700,7914,5073,0,0.7518352295098456,0.7536006690717029,0.6000893361211084,0.7500697899479885,73.0,0,0,0
23,1741,168,2079,7914,6032,1,0.653730026377493,0.7971600804764698,0.5473064072819149,0.5102999722785162,86.0,0,0,0
24,1741,168,585,7842,7914,0,0.5,0.999936279232416,0.05378531976069376,6.37207675839857e-05,4.0,1,1,1
25,1741,168,3712,1426,6102,0,0.5,0.9999879454776441,0.26496424700605936,1.205452235586435e-05,7.0,1,1,1
26,1741,225,173,7914,7842,0,0.7721825740324988,0.9010609054858031,0.6921688880494029,0.6433042425791944,6.0,0,0,0
27,1741,96,498,7914,1326,0,0.5,1.0,0.998737483837693,0.0,1.0,1,1,1
28,1741,202,650,7914,6102,0,0.5,0.5626542792538385,0.02920003772056558,0.4373457207461615,4.0,1,1,1
29,1741,202,940,5437,5981,0,0.5,0.9579882871789648,0.47107251667741795,0.04201171282103522,6.0,1,1,1
30,1741,113,1391,6102,1376,0,0.5,1.0,0.14831146943375254,0.0,2.0,1,1,1
31,1741,170,138,10303,8820,0,0.5,1.0,0.06920392276137595,0.0,1.0,1,1,1
32,1741,250,492,2189,7914,0,0.7234183327502178,0.9117269993509862,0.34214106792369,0.5351096661494494,6.0,0,0,0
33,1741,26,1189,7914,1426,1,0.5,0.559134561559201,0.043103270200528336,0.44086543844079895,2.0,1,1,1
34,1741,125,1441,7914,2189,0,0.5,1.0,0.9975742626648961,0.0,1.0,1,1,1
35,1741,91,2878,6102,1376,0,0.6495336483858274,0.9998861507101146,0.9438272779921298,0.2991811460615402,5.0,0,0,1
36,1741,92,2726,7283,7914,0,0.5,1.0,0.9997554397148717,0.0,1.0,1,1,1
37,1741,17,1194,1795,7842,0,0.747505585860198,0.9999233635566731,0.9914966713268962,0.4950878081637229,3.0,0,0,1
38,1096,167,3972,3124,5379,0,0.5887884339310203,0.42870892878047606,0.24514941539393098,0.7488679390815646,21.0,0,0,0
